customer_id,offer_id,event,amount,became_member_on,Reward,time
c78715809ceb4ff28855143c707c75b7,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,26/06/2017,2,630
c99a06c81f8540b49cb6a66719ea62dc,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,31/10/2016,2,630
dbdb5eb514cb4b94a49be1e888ef7250,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,27/08/2017,2,630
e199fdec031441fb9f1295eb7952be69,2906b810c7d4411798c6938adc9daaa5,offer completed,,25/10/2016,2,636
f0f10e521acb43febb2049132cda64e1,2906b810c7d4411798c6938adc9daaa5,offer completed,,11/04/2017,2,636
0c2f0f0606384933a1d47dcc022bee2e,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,26/07/2017,2,636
1d02e70963a6471c9fe05962b0766d32,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,25/03/2017,2,636
3b15fc09f2294913802251fe9b5d3982,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,27/11/2017,2,636
565c54e335184cb2a0cc563b6f9af82b,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,13/05/2016,2,636
6b8dc8557ff1444da47b271bb0c2c73d,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,23/02/2016,2,636
a51f13b1321a4f6ea94788c442a4a6d9,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,19/09/2017,2,636
fc97abd51e2d4c1ab6f42676aba3583d,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,08/05/2016,2,636
8d0222afd15e4107b591494ea69714f7,2906b810c7d4411798c6938adc9daaa5,offer completed,,23/03/2017,2,642
97b938182cbd48e2b02c859dc8e7838c,2906b810c7d4411798c6938adc9daaa5,offer completed,,22/08/2015,2,642
8aa2f57d85934578b6a5da5682500d08,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,12/03/2016,2,642
d66f572de8014c5b82131a5bd2eb4d25,2906b810c7d4411798c6938adc9daaa5,offer completed,,04/03/2017,2,648
dd5193766e734094bdc27005f9433648,2906b810c7d4411798c6938adc9daaa5,offer completed,,30/10/2016,2,648
03533ca5a4244ca3ac48b9c8ccba8332,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,24/10/2016,2,648
0f947d450cb4409b8084bb342cfc895e,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,04/06/2017,2,648
2520b80ef6024377adb7d8fb5691160e,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,06/05/2017,2,648
3407ea7b3da64a98848f6c2fadfc0c69,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,21/05/2016,2,648
ab37a7049b4747e1840cfcc298aca0a4,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,10/05/2017,2,648
b9a04a1d30fb4373883c775e8c76dfa2,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,23/11/2016,2,648
f38a220042de4c90a5f967ef6c4403d5,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,18/02/2017,2,648
676bfe9f45fc438380595f3851b507a7,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,06/05/2018,2,654
93c572a0a4f64636845c2a68aa84ac74,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,11/03/2018,2,654
ab530a4ad78d491aad5ba506b45d35f7,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,10/04/2018,2,654
02b148f44eee4b9ca7487371472a6781,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,16/05/2016,2,660
08c7da2729124558865ab2aa17692fba,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,07/04/2016,2,660
556a14158b7e4d1ea2f7a4e2d9a8dd2f,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,07/10/2015,2,660
ebae5093b436466c9fbd097cb7434023,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,03/12/2017,2,660
2ea50de315514ccaa5079db4c1ecbc0b,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,18/12/2015,2,666
5e386312836c43ca85550d8ebbbf12d2,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,09/10/2017,2,666
6509fcdc07524a27ad833731d097fd04,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,22/07/2014,2,666
279318c88a9e451084f9c59a827f21a7,2906b810c7d4411798c6938adc9daaa5,offer completed,,04/10/2015,2,672
31d6a951d92b407fa8fa127aa0bf0e7e,2906b810c7d4411798c6938adc9daaa5,offer completed,,24/04/2017,2,672
5c42c4ebc76543dab1c3791784a251ba,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,19/09/2015,2,672
6c5d611bc5664fef9d342efa01564039,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,05/02/2016,2,672
bbeb54e861614fc7b22a8844f72dca6c,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,07/12/2017,2,672
f0ef63b28f2540fe811b8d9935ec61f5,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,10/08/2015,2,672
07c0543d781742cb94db14afb1420e2a,2906b810c7d4411798c6938adc9daaa5,offer completed,,20/04/2016,2,678
d9d1c595b0ce4da695e96312369e5c4c,2906b810c7d4411798c6938adc9daaa5,offer completed,,08/04/2016,2,678
1b2df224a41b4aa9a269be43a4b4d0ba,fafdcd668e3743c1bb461111dcafc2a4,offer completed,,03/03/2017,2,678
fc97abd51e2d4c1ab6f42676aba3583d,ae264e3637204a6fb9bb56bc8210ddfd,offer received,,08/05/2016,,168
fd660559958b438b8ff5a8b684ee28f3,ae264e3637204a6fb9bb56bc8210ddfd,offer received,,02/11/2015,,168
ff10813b5b234830a6c2a43ac7ae765e,ae264e3637204a6fb9bb56bc8210ddfd,offer received,,08/03/2018,,168
092e0c1da23a48f3bc18627d390e83d5,f19421c1d4aa40978ebb69ca19b0e20d,offer received,,22/12/2016,,168
0c2f0f0606384933a1d47dcc022bee2e,f19421c1d4aa40978ebb69ca19b0e20d,offer received,,26/07/2017,,168
1addca86e9834447824e810a4834934a,f19421c1d4aa40978ebb69ca19b0e20d,offer received,,23/04/2016,,168
1cea9d080f954162be68dad85af77fb6,f19421c1d4aa40978ebb69ca19b0e20d,offer received,,19/11/2017,,168
1e969272f7ec4bb7b66337659c63b309,f19421c1d4aa40978ebb69ca19b0e20d,offer received,,24/12/2017,,168
3ac3979cdcb24418b4cc8010d2725624,f19421c1d4aa40978ebb69ca19b0e20d,offer received,,22/07/2017,,168
3b15fc09f2294913802251fe9b5d3982,f19421c1d4aa40978ebb69ca19b0e20d,offer received,,27/11/2017,,168
5e78586d062041f1bfe97eacc63e1485,f19421c1d4aa40978ebb69ca19b0e20d,offer received,,03/01/2018,,168
6f3b280b65484625b878f8ac8e68a0d4,f19421c1d4aa40978ebb69ca19b0e20d,offer received,,14/07/2018,,168
72a82722020446ff8ccfb25825a048ff,f19421c1d4aa40978ebb69ca19b0e20d,offer received,,16/07/2016,,168
756096c0cb1c4ae7a86143ba4765a58e,f19421c1d4aa40978ebb69ca19b0e20d,offer received,,10/08/2017,,168
7b3b8100d6444861803cefc6b13c9a43,f19421c1d4aa40978ebb69ca19b0e20d,offer received,,23/11/2017,,168
85ba695920eb4109ab70f17385ed590d,f19421c1d4aa40978ebb69ca19b0e20d,offer received,,16/04/2017,,168
90eb7527cd1246239be019df93f165bb,f19421c1d4aa40978ebb69ca19b0e20d,offer received,,10/09/2017,,168
9b0f5580dcd8430db0dcac0f1dca723c,f19421c1d4aa40978ebb69ca19b0e20d,offer received,,15/10/2017,,168
abaae4fc298b48dd916955fb6e51f5d1,f19421c1d4aa40978ebb69ca19b0e20d,offer received,,05/12/2016,,168
c25ea74fdfce45d990fb4c03e80d008e,f19421c1d4aa40978ebb69ca19b0e20d,offer received,,14/05/2018,,168
c2a9b079816a46e79664ae0fe5858167,f19421c1d4aa40978ebb69ca19b0e20d,offer received,,17/03/2017,,168
cc70814cda714d2681da3d39a3a817b5,f19421c1d4aa40978ebb69ca19b0e20d,offer received,,19/12/2016,,168
cc961a6ad5dd43008e8e6a17d65604ea,f19421c1d4aa40978ebb69ca19b0e20d,offer received,,24/10/2016,,168
cd7285b50d5249918fcd7ddfbbc033ea,f19421c1d4aa40978ebb69ca19b0e20d,offer received,,04/10/2015,,168
cf3470c79dd24e8386b0053fd9b5c33c,f19421c1d4aa40978ebb69ca19b0e20d,offer received,,13/04/2017,,168
d78f91c4f4c149968de04369adc5c4d5,f19421c1d4aa40978ebb69ca19b0e20d,offer received,,03/04/2018,,168
d805f98dd0234ed3a1c537b689d15913,f19421c1d4aa40978ebb69ca19b0e20d,offer received,,15/06/2018,,168
e54dd32160dc4ce096d5799d6b2b0930,f19421c1d4aa40978ebb69ca19b0e20d,offer received,,16/06/2017,,168
e789213c809347128dd9fe36a0db7f1a,f19421c1d4aa40978ebb69ca19b0e20d,offer received,,21/12/2017,,168
eeed22e7944b4eacb50866dc064a0f1d,f19421c1d4aa40978ebb69ca19b0e20d,offer received,,20/11/2015,,168
0a0e3bd8c3dc4127ada0c58bcf997da7,fafdcd668e3743c1bb461111dcafc2a4,offer received,,08/10/2017,,168
2ea50de315514ccaa5079db4c1ecbc0b,fafdcd668e3743c1bb461111dcafc2a4,offer received,,18/12/2015,,168
3d55f046a320408db9a88be59acc19cc,fafdcd668e3743c1bb461111dcafc2a4,offer received,,17/08/2016,,168
4154541659f94da3a2e359cd419f8b33,fafdcd668e3743c1bb461111dcafc2a4,offer received,,12/07/2016,,168
4713f6c6302741c58dcf928f40b1179f,fafdcd668e3743c1bb461111dcafc2a4,offer received,,02/02/2016,,168
4d303cccacbe4f009fd890f6125df5c4,fafdcd668e3743c1bb461111dcafc2a4,offer received,,21/09/2017,,168
4d9ed306dc8e4225abdc7e834a8a65f6,fafdcd668e3743c1bb461111dcafc2a4,offer received,,07/09/2017,,168
51a4af0580924c0ea6f5cab46c5154ce,fafdcd668e3743c1bb461111dcafc2a4,offer received,,02/05/2018,,168
64257cb56316491fae38e62f2687a66c,fafdcd668e3743c1bb461111dcafc2a4,offer received,,15/10/2015,,168
6d8add6a25974650b5f03c781d172314,fafdcd668e3743c1bb461111dcafc2a4,offer received,,06/03/2016,,168
7cd76249602d4423b9f7a30d26bb0637,fafdcd668e3743c1bb461111dcafc2a4,offer received,,24/03/2016,,168
8778b4fe9ab94f04888cbac6b883b406,fafdcd668e3743c1bb461111dcafc2a4,offer received,,16/04/2018,,168
8d857a9497b94b83852a5b71568b5781,fafdcd668e3743c1bb461111dcafc2a4,offer received,,05/02/2015,,168
9a57286ccc1b411fbed27247503dc1a5,fafdcd668e3743c1bb461111dcafc2a4,offer received,,18/05/2017,,168
a225189b10a141d5bb1ff0a05265da4c,fafdcd668e3743c1bb461111dcafc2a4,offer received,,10/11/2015,,168
a2c2d33befb94372833451fdd0820148,fafdcd668e3743c1bb461111dcafc2a4,offer received,,26/01/2018,,168
a478d4a399874c789cbf3b478220fd68,fafdcd668e3743c1bb461111dcafc2a4,offer received,,27/10/2016,,168
a6e47aca03fa4d22819b604e5d9767f3,fafdcd668e3743c1bb461111dcafc2a4,offer received,,20/05/2018,,168
b051e72ad670468a97045248952e3b49,fafdcd668e3743c1bb461111dcafc2a4,offer received,,16/01/2018,,168
d7d7e46763ce4ee092aac0a4b970b617,fafdcd668e3743c1bb461111dcafc2a4,offer received,,27/04/2017,,168
e6843a4996574eb693ab864ecc406d56,fafdcd668e3743c1bb461111dcafc2a4,offer received,,13/09/2017,,168
faf571cbb7ea463bbf160a1d2e8b4652,fafdcd668e3743c1bb461111dcafc2a4,offer received,,05/04/2016,,168
0069a50874d846438e58acff5e594725,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,03/05/2016,,336
020354b1aea342cbaa018993f68fba68,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,10/09/2017,,336
04369aa7ac9a4440a794c471ae7c3f77,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,02/08/2017,,336
04e44377fe9046a3b5b781d1cc74d064,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,23/08/2016,,336
05f5d803302a40d78b0724c86022c7cc,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,16/08/2015,,336
06b1031271174d8596c1996478f07ede,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,09/08/2015,,336
06e25a9a59f046de9aba0aa367613681,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,01/02/2018,,336
0d6ff25e524b4d1e97039c91a20113f6,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,06/02/2018,,336
10959e2d58c44e619045135b32b4f255,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,24/04/2017,,336
110ed1f7717947f49601171c5954a78d,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,26/06/2018,,336
1314cb7b712649af9acf1ac19aadd267,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,10/11/2017,,336
14b3c3a8b314464a9daf8354ed6dd560,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,09/08/2017,,336
1613a53bee9140d1af95ef481a08c372,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,29/02/2016,,336
171c7f6ef14c416a87ac8907c58202ed,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,19/07/2016,,336
189c743e2b444c45a06c29c07ac9c47b,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,22/08/2017,,336
18b4fdca88b347aa8a7d8ffec773eaeb,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,10/11/2017,,336
19922e284d024fd2961bc2d2e7172ab5,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,04/11/2017,,336
1b13f0dc7eca4451bf9dc1454140846f,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,17/10/2015,,336
1b2df224a41b4aa9a269be43a4b4d0ba,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,03/03/2017,,336
1bfed1986f2e4551962088417ac886d5,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,05/10/2017,,336
2025ca2bf1d44eb7ab56cda9f6c52db8,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,01/12/2017,,336
21a6d6b94e394809a1cc66513b60ecc7,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,04/09/2017,,336
2501ffd88b2b44d28810e3c3387fbcca,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,31/05/2017,,336
25b4b4120a1a4cb6b7c6bc929a419ba6,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,15/04/2017,,336
2651464d36074e03b8b24dde90574381,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,06/10/2017,,336
279318c88a9e451084f9c59a827f21a7,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,04/10/2015,,336
2a06fdb4f40749cb8830973a99e9672a,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,21/10/2015,,336
2c2d37e8d44a4a41b06594bd9384eb2a,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,27/07/2016,,336
2d3b0e95fc3c4b31b07be43ddf7597cf,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,13/07/2016,,336
31d6a951d92b407fa8fa127aa0bf0e7e,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,24/04/2017,,336
327b028a21a64fe2afe2c12d8932a110,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,08/12/2017,,336
331f88bc7b5042ec9a4c90bb8e516cb5,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,31/07/2017,,336
3491cc10ee534ae49555eb277bc5df1c,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,13/11/2017,,336
36365eb0e56b4e45bb8b762a3d51edbf,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,26/09/2016,,336
3763decc87ac45c0a2dd8d54a9aa7826,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,06/06/2017,,336
3875346b26564dca901b59e88ec5b5a5,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,14/03/2017,,336
39946f79aeb948d1be8a62ac68bf66df,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,05/04/2018,,336
3b9c0f6ce8914161b23a0976c1b4cc38,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,04/11/2017,,336
3f62dc31f11b453a9909809e20852450,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,28/01/2018,,336
4078608e9fe649918845fdb162bdb094,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,21/02/2018,,336
416e2f362d2b413189449e062dc9a301,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,21/11/2015,,336
41937f6173f443d3a5d5dfb5ad67746d,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,19/02/2018,,336
41f61457312a4186a7c3160e66f013e5,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,27/06/2017,,336
438a2b144d774516a3ac79d50246d7d5,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,01/09/2017,,336
43a31114ca23410e9b13e09ef9263cf4,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,25/01/2016,,336
44ee7090baf5466aa816d356fa832b73,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,19/07/2016,,336
45917f374e59414b83ae797d61239117,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,31/08/2017,,336
45b7a172ef3e48d6b76ed759f07a3734,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,01/02/2016,,336
4715bcde100647d6bbcc9b4f1e39df92,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,02/07/2018,,336
4767eab256df42928fad7cf899c2cc15,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,22/12/2017,,336
47e7f9c17bbe4562b6e85b8136a1c9a0,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,14/09/2016,,336
48e69836abe64357b92e8f0d314cbe46,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,10/07/2016,,336
4b5cbea8f0364a9bb50308c8b6dc2e73,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,28/09/2017,,336
4f76a3eb3d28409b88660af71b5567b3,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,31/10/2017,,336
523fa396b537439e811c1b2f6dfaab55,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,16/12/2015,,336
530a3bab3e7e490192193bef66e0fa57,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,07/12/2017,,336
53efe838339f4ff69b567c3bbad9d9d8,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,10/09/2017,,336
546d58ea43274df6875254b4201fd3a4,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,05/05/2016,,336
54ed2d25754a486fba36eb5c7541203a,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,09/02/2016,,336
55bbada9ec754b9493ba8da9f1704331,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,10/09/2015,,336
565eb4151c84489195be278fb64cfb93,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,29/10/2017,,336
5b8f1f0e0930464f93bb55e59b5a04e0,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,11/11/2014,,336
5d587e7ad70c45acb4b338578e16dfdd,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,24/06/2018,,336
5e911bd98a2c4d5d80e2b583a9ad3095,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,26/06/2018,,336
5fe4b33c135b4f96a0eb6f1183758cdc,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,03/06/2018,,336
6176d30bd5304dab8fd06eabe2571b98,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,25/08/2016,,336
6224a7eb6b984e218c0c5e8107caf548,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,18/09/2017,,336
6331a277483846d79c90feda3a4dcd43,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,26/12/2015,,336
6543fc9d9aea47d08f64b465df939c76,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,10/01/2016,,336
658806e12724476f875e2418141c3279,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,12/06/2015,,336
68be06ca386d4c31939f3a4f0e3dd783,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,12/02/2017,,336
6931b2e538b840ed9da1e7fb31c1921d,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,28/09/2016,,336
69426d0b7c344fe68f6271ea3d06b804,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,18/06/2017,,336
6a2260b060944970a637f4d57a2a54f6,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,25/10/2015,,336
6a9abef5db1849248245c6c2f23deef5,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,21/03/2016,,336
6b5cb5c2224a4f73b67e21f6608f0be4,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,15/12/2016,,336
6c6e608242534d68bc1ad45a2d547080,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,05/09/2016,,336
6f3b280b65484625b878f8ac8e68a0d4,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,14/07/2018,,336
6fb2a442ccb44db9a4deb57f00a1fa7e,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,21/09/2017,,336
73c456d983484fbb884aa78ac723c36b,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,02/10/2017,,336
73fc80ed171440d3b993ad95ca598c94,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,12/02/2018,,336
7416cb5cf81143469b26c7638388b634,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,03/01/2018,,336
770df32893694100afc703ea9c9df401,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,05/09/2015,,336
7713b9dfc90f4570a6eab57cf64191b9,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,19/02/2016,,336
7789a7e2176645daa6f78382698cc587,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,06/10/2017,,336
7a0f1a1c10d44463b5c5bf03048e30df,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,20/08/2017,,336
7dad548ac52b4e23808b2457bd4a9143,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,30/09/2017,,336
82358d808d0d4f19b1d3dcbcb0c16cb1,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,20/07/2017,,336
82a588087e444bac93828ba40fafdd56,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,07/06/2018,,336
834475cf0b65466584631c77eba7fca7,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,20/04/2018,,336
86473e1e0145431d8c7d7b0d39a86fd4,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,22/03/2017,,336
868f81162f0846c09d231848c1905303,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,11/02/2018,,336
87576d8c2371491f9d6127f2235bfdfe,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,07/04/2018,,336
875d632bed8e42a4acf7e8e981781750,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,19/08/2017,,336
88b8870c325e4f8880335ada0c5cec60,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,14/03/2018,,336
8b2f2e39490040d5b8b5632ed9cc849d,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,24/02/2018,,336
8e41b43818f144b784fc64fe8c27d3e7,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,08/11/2017,,336
8f357eea66dd47e7ae3f5c59024f391c,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,12/03/2018,,336
8f603ca13a9740dd9d6cc553166b5a2b,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,20/08/2017,,336
93d9f674445142f5b5bf52193c19624b,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,01/10/2016,,336
94613cfbdf45424d94e232e56e64d592,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,08/03/2017,,336
95d0334b42b64eda80ecb98f3dc7fc77,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,17/12/2017,,336
97a94283e9a84bb2907d7fb3402c5e26,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,17/09/2015,,336
97bc6aac019542d8a8b24879c9464a72,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,24/02/2018,,336
984ec7ad847d484d93d47a261f759168,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,15/08/2015,,336
9990c2cbd54c43589f79191b730612a9,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,04/08/2016,,336
9b2ec72a4ee04bb1bbf360642f22e7d3,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,15/07/2016,,336
9c10540f4b6842deb88e827d8d1260da,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,18/11/2016,,336
9dcaa45110564728b0e43b053c5644f6,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,10/04/2016,,336
9fb1b91b4b6c4bdba8b2d79a807743a4,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,01/07/2016,,336
a0b844ea1288468db971d33905f0bb59,0b1e1539f2cc45b7b9fa7c272da2e1d7,offer received,,03/08/2017,,336
